DEPT,BASEMENT,CALI,DCALI_FINAL,DTC,DTS,FLWPMPS,GR,LLD,LLM,LLS,NPHI,RHOB,ROP,RPM,TORQUE,WELL,WOB
3419.3988,0,,0.499712557,55.73680878,,564,90.85031128,460.3170776,106.9079056,11.66979313,0.076064564,2.677457094,8.97998333,165,3.564992189,01-97-HXS-1X,23.96379089
3419.5512,0,,0.48216027,55.23279572,,564,91.2835083,564.7467041,114.8471527,11.63543415,0.081615746,2.67895031,9.340463638,165,3.742160082,01-97-HXS-1X,24.28721619
3419.7036,0,,0.471306294,55.14639282,,564,93.62029266,566.6693115,110.0573654,11.19770336,0.086779267,2.686130285,9.907391548,165,4.016479969,01-97-HXS-1X,24.69564819
3419.856,0,,0.460375935,55.30186462,,564,94.43426514,487.7560425,97.04408264,10.73922062,0.089450397,2.686999083,10.47432041,165,4.290800095,01-97-HXS-1X,25.1040802
3420.0084,0,,0.473140985,54.93573761,,564,93.45439911,538.2925415,98.05375671,10.9265089,0.091228873,2.676690102,10.99387264,165,4.541768074,01-97-HXS-1X,25.5188961
3420.1608,0,,0.485993892,54.4968605,,564,93.14746857,609.8605957,106.1373291,11.42925167,0.093536221,2.666141272,10.70126438,165,4.392416,01-97-HXS-1X,26.04315186
3420.3132,0,,0.496217161,54.37852097,,564,93.64125824,541.1619263,107.336525,11.67311859,0.095657475,2.665057659,10.40865612,165,4.243063927,01-97-HXS-1X,26.56740761
3420.4656,0,,0.521127462,54.45568466,,564,94.56850433,480.0271606,107.2957001,11.8914032,0.095078215,2.667936087,10.11604786,165,4.093711853,01-97-HXS-1X,27.09166336
3420.618,0,,0.535193324,54.38944626,,563.0560303,94.36679077,466.9352417,107.4802551,11.87106514,0.093435437,2.66420579,9.792759895,165,3.972679853,01-97-HXS-1X,27.6513195
3420.7704,0,,0.522395313,54.18495178,,561.836792,94.59992981,408.6767273,102.0031052,11.47751236,0.093157217,2.662757397,9.460528374,165,3.859904051,01-97-HXS-1X,28.22129631
3420.9228,0,,0.479932755,53.97166824,,560.6176148,95.38366699,428.7015991,106.1873016,11.43372631,0.090985037,2.668737173,9.128295898,165,3.74712801,01-97-HXS-1X,28.79127121
3421.0752,0,,0.443502069,53.36194611,,560,95.27245331,472.5090637,112.3513641,11.59240246,0.08314094,2.686039925,8.966015816,165,3.677968025,01-97-HXS-1X,29.24694443
3421.2276,0,,0.419495732,52.80500412,,560,92.51908112,443.3436279,113.2017212,12.09842682,0.072555117,2.705253124,8.978207588,165,3.653584003,01-97-HXS-1X,29.58527184
3421.38,0,,0.402883142,52.2795105,,560,87.49544525,467.8912964,115.6585007,12.32380581,0.064906038,2.718123436,8.990400314,165,3.629199982,01-97-HXS-1X,29.92360115
3421.5324,0,,0.375078917,51.72158432,,560,83.92066956,530.484375,118.9272385,12.39693356,0.059584774,2.723986387,9.096551895,165,3.603519917,01-97-HXS-1X,30.26840782
3421.6848,0,,0.375289261,51.33314514,,560,82.96812439,665.6556397,127.3474579,12.57341576,0.058764566,2.726036072,9.550704002,165,3.573040009,01-97-HXS-1X,30.63721657
3421.8372,0,,0.389701754,51.00794601,,560,84.23733521,854.9524536,140.2627258,12.86567879,0.059557218,2.72920084,10.00485611,165,3.542559862,01-97-HXS-1X,31.00602341
3421.9896,0,,0.382189453,50.68167496,,560,84.35137177,1193.664917,163.3727264,13.7679491,0.06053596,2.7265203,10.45900822,165,3.512079954,01-97-HXS-1X,31.37483215
3422.142,0,,0.367118895,50.38444901,,560,85.6262207,1516.975342,185.6583252,14.69805241,0.062800527,2.718412638,9.757279396,165,3.654839993,01-97-HXS-1X,30.83483887
3422.2944,0,,0.342172891,50.32042694,,560,86.90650177,1539.535034,187.8279572,15.06008244,0.064635955,2.712563515,8.970895767,165,3.810287952,01-97-HXS-1X,30.22828865
3422.4468,0,,0.313766629,50.36010742,,560,87.22655487,1764.97937,181.2515411,14.7470808,0.06207769,2.71515131,8.184512138,165,3.965735912,01-97-HXS-1X,29.62173653
3422.5992,0,,0.312817007,50.49419403,,560,88.65575409,2113.581055,175.7830963,14.37552834,0.056413125,2.72749567,7.904047966,165,4.176735878,01-97-HXS-1X,29.30088043
3422.7516,0,,0.308983415,50.58537293,,560,89.08245087,2151.594238,170.3590698,14.25802231,0.050920472,2.742552757,7.894904137,165,4.417528153,01-97-HXS-1X,29.13323975
3422.904,0,,0.289796025,50.47006226,,560,91.75145721,2220.517578,166.0426025,13.99616337,0.047428086,2.755645275,7.885759831,165,4.65831995,01-97-HXS-1X,28.96560097
3423.0564,0,,0.290416509,50.42983627,,560,93.21497345,2947.330566,164.6894836,13.77011776,0.04534252,2.760514259,7.896920204,164.7743988,4.706223965,01-97-HXS-1X,28.69079971
3423.2088,0,,0.300987303,50.38986206,,560,94.55777741,3604.253662,164.5515289,13.46775436,0.042577952,2.759192467,7.942639828,164.1647949,4.425807953,01-97-HXS-1X,28.23360062
